REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1935,5,0,817,58000,17500,7100,363
1935,6,46,305,31800,260000,105000,1475
1935,8,11,970,9100,23300,9400,98
1935,10,11,1020,2035000,4942000,2000000,22432
1935,11,35,1000,200,600,200,7
1935,12,10,835,125800,374200,151000,1242
1935,13,10,820,97000,1310066,0,958
1935,14,10,875,28800,81600,33000,284
1935,18,0,4150,249000,154700,60000,1406
1935,19,22,725,3870000,13206000,5344000,85319
1936,0,29,915,370000,999000,404000,10880
1936,1,56,835,250,800,300,14
1936,5,0,11250,9000,1900,800,70
1936,6,55,380,1900,13400,5000,104
1936,8,19,930,8200,21800,8800,157
1936,10,23,750,771000,2536700,1027000,17500
1936,11,58,1335,400,700,300,23
1936,12,28,360,19900,137400,55000,564
1936,13,28,325,10000,1310066,0,277
1936,14,29,415,9900,60500,24000,287
1936,16,0,25400,187700,18351,7400,1376
1936,18,0,2970,535000,444000,180000,5017
1936,19,34,590,1796000,7537200,3050000,60720
1936,0,29,1830,9700,13000,5300,285
1936,1,67,2000,600,800,300,40
1936,5,0,28000,70000,6200,2500,366
1936,6,40,1000,100,200,100,4
1936,8,27,1830,3200,4300,1750,86
1936,10,32,1945,83400,106000,42900,2703
1936,11,49,1750,3150,4400,1800,155
1936,12,28,1250,2000,4000,1600,56
1936,18,1,5360,445000,205700,83000,6452
1936,19,38,1695,40500,59000,23900,1532
1936,0,32,870,1565300,4437600,1795800,49512
1936,1,75,925,23850,64000,25850,1790
1936,2,33,1165,187150,396700,160550,6088
1936,4,27,2315,155000,164400,67000,4258
1936,5,0,17480,2837000,401600,162300,10572
1936,6,57,235,45550,477200,192400,2588
1936,8,27,1450,686550,1171600,474050,18751
1936,10,28,780,4192050,13287700,5378050,116267
1936,11,59,895,33500,92500,37450,1991
1936,12,27,435,109300,625300,252100,2980
1936,13,28,435,82500,1310066,0,2277
1936,14,26,430,26800,156500,62500,703
1936,16,0,24700,504400,50445,20400,3233
1936,18,0,3670,14306000,9638300,3903000,123780
1936,19,34,575,5966950,25604800,10362350,205327
1936,0,30,715,413000,1423000,576000,12533
1936,2,36,720,1300,4400,1800,47
1936,5,0,8660,110000,31300,12700,545
1936,6,56,290,10500,89100,36000,589
1936,8,22,775,3100,9900,4000,69
1936,10,24,535,315000,1453400,588000,7548
1936,11,42,1000,600,1600,600,25
1936,12,24,670,23800,88300,35500,580
1936,13,24,665,20000,1310066,0,488
1936,14,24,690,3800,13600,5500,92
1936,18,0,3590,575000,386800,160000,3254
1936,19,33,685,708000,2556600,1035000,23660
1936,0,34,1530,17000,27400,11100,576
1936,8,28,1755,25450,35800,14500,722
1936,10,35,1330,253950,471300,190750,8846
1936,18,0,3710,1797000,1195200,485000,15613
1936,19,42,890,15950,44400,17950,677
1936,0,33,1470,7950,13300,5400,266
1936,1,80,1000,500,1200,500,40
1936,2,33,1415,19700,34400,13900,652
1936,5,0,16670,5000,800,300,21
1936,8,29,1235,1850,3700,1500,54
1936,10,37,1250,111300,219900,89000,4114
1936,18,0,3470,808000,574700,233000,5792
1936,19,43,1270,8450,16400,6650,367
1936,0,37,1625,5850,8900,3600,218
1936,2,41,1260,2900,5700,2300,118
1936,5,0,20000,6000,800,300,29
1936,8,34,1810,4700,6400,2600,159
1936,10,39,1495,58400,96600,39100,2273
1936,12,0,0,0,0,0,0
1936,18,1,4140,666000,396700,161000,6973
1936,19,43,1315,2100,4000,1600,91
1936,0,37,1455,305200,519200,210100,11214
1936,1,74,885,20200,56300,22800,1501
1936,2,34,1080,86200,197000,79700,2891
1936,4,27,2315,155000,164400,67000,4258
1936,5,0,18080,2242000,306900,124000,7858
1936,6,59,395,850,5300,2150,50
1936,8,27,1475,568100,953100,385700,15307
1936,10,32,1085,1031100,2345900,949400,33429
1936,11,57,820,22200,66800,27050,1263
1936,12,33,1055,22700,53200,21500,751
1936,16,0,24400,316700,32094,13000,1857
1936,18,0,3870,5585000,3564700,1443000,51578
1936,19,43,1575,387200,607300,245700,16469
1936,21,42,1190,47200,98000,39700,1995
1936,22,43,1650,340000,1310066,0,14474
1936,0,30,760,1145000,3724100,1507000,34553
1936,5,0,8060,125000,38100,15500,653
1936,6,56,230,43900,468700,189000,2479
1936,8,20,770,15400,49600,20000,307
1936,10,23,595,2096000,8674300,3511000,47960
1936,11,46,1000,1100,2800,1100,51
1936,12,26,360,81800,561800,226500,2082
1936,16,0,25400,187700,18351,7400,1376
1936,18,0,3190,1403000,1083900,440000,10100
1936,19,34,545,5498000,24837800,10052000,185580
1936,0,29,1525,3200,5200,2100,92
1936,2,27,1195,1850,3800,1550,50
1936,5,0,1000,2000,500,200,11
1936,8,27,1815,18900,25700,10400,509
1936,10,29,1345,84250,154800,62650,2459
1936,18,0,3550,323000,223800,91000,2848
1936,19,41,555,5400,24000,9700,219
1936,0,33,1420,88400,153900,62300,2884
1936,1,86,1215,2250,4600,1850,193
1936,2,31,1225,75200,151400,61300,2330
1936,4,0,0,0,0,0,0
1936,5,0,19850,387000,48300,19500,1634
1936,6,79,610,700,2900,1150,55
1936,8,31,1430,74400,128800,52100,2329
1936,10,32,1065,727600,1690200,684000,23329
1936,11,74,940,7050,18500,7500,522
1936,12,33,1120,2800,6300,2500,91
1936,18,0,3500,5076000,3588800,1452000,40037
1936,19,42,1110,25300,56300,22800,1069
1936,0,31,685,362000,1302100,527000,11140
1936,1,40,500,50,200,100,2
1936,5,0,300,6000,4900,2000,38
1936,6,57,215,31500,366200,148000,1786
1936,8,20,570,4100,17900,7200,81
1936,10,23,535,1010000,4684200,1896000,22912
1936,11,30,500,100,500,200,3
1936,12,25,280,38100,336100,136000,938
1936,13,25,245,25000,1310066,0,614
1936,14,25,395,13100,82400,33000,324
1936,18,0,2930,293000,253100,100000,1829
1936,19,34,500,2994000,14744000,5967000,101200
1937,0,21,1195,481000,995300,403000,9945
1937,1,91,1285,450,900,350,41
1937,5,0,12730,14000,2700,1100,94
1937,6,60,390,3100,20000,8000,186
1937,8,22,865,6300,18000,7300,140
1937,10,23,1050,1188000,2789000,1129000,26950
1937,11,58,1335,400,700,300,23
1937,12,26,480,29800,155000,62000,770
1937,13,26,530,17000,1310066,0,442
1937,14,26,425,12800,75000,30000,328
1937,16,0,26700,213600,19829,8000,1493
1937,18,0,2990,539000,439500,180000,5361
1937,19,37,650,2060000,7834000,3170000,77214
1937,0,32,1775,11000,15200,6200,354
1937,1,76,1835,550,700,300,42
1937,5,0,26960,62000,5700,2300,340
1937,6,30,1000,100,200,100,3
1937,8,28,2000,3300,4100,1650,93
1937,10,34,1950,86700,110000,44500,2923
1937,11,59,1875,3000,4000,1600,176
1937,12,33,1355,2300,4100,1700,75
1937,18,1,5370,440000,201900,82000,6318
1937,19,42,1705,48100,69600,28200,2033
1937,0,23,1030,1809800,4331400,1753300,42020
1937,1,45,1285,35200,67600,27350,1597
1937,2,33,1055,168650,395500,160050,5592
1937,4,25,2060,138000,165600,67000,3466
1937,5,0,19730,3563000,447300,180550,12087
1937,6,58,200,19650,241300,97250,1148
1937,8,25,1615,737450,1128200,456550,18329
1937,10,28,785,4139700,13048500,5281750,114093
1937,11,62,960,32700,84000,34050,2012
1937,12,29,405,146000,893700,361100,4152
1937,13,29,420,120800,1310066,0,3484
1937,14,27,345,25200,182600,73500,668
1937,16,0,21600,382900,43768,17700,2492
1937,18,0,3550,13732000,9542200,3869000,115122
1937,19,38,475,4904500,25570200,10347100,184651
1937,0,22,1345,758000,1393000,564000,16356
1937,2,32,980,2250,5800,2300,72
1937,5,0,9540,249000,64500,26100,1375
1937,6,59,625,9400,38300,15000,551
1937,8,21,1335,12800,23800,9600,275
1937,10,25,1165,664000,1410000,571000,16369
1937,11,55,1090,1200,2600,1100,66
1937,12,29,1140,62100,135200,54500,1771
1937,13,29,1190,56000,1310066,0,1598
1937,14,28,815,6100,18600,7500,173
1937,18,0,4330,779000,440000,180000,5532
1937,19,37,1055,1227000,2872000,1162000,46002
1937,0,39,1100,13100,29500,11900,506
1937,8,31,1390,22350,39600,16100,695
1937,10,38,910,165900,451100,182550,6343
1937,18,0,3630,1770000,1202600,487000,14660
1937,19,50,895,12900,35600,14400,640
1937,0,37,1085,5850,13400,5400,214
1937,1,96,1220,550,1100,450,53
1937,2,39,960,12600,32500,13150,486
1937,5,0,20000,6000,800,300,32
1937,8,35,1250,2000,3900,1600,69
1937,10,39,930,79350,210400,85150,3086
1937,18,0,3150,728000,570500,231000,5614
1937,19,52,950,5000,13000,5250,258
1937,0,41,1090,4250,9600,3900,174
1937,2,43,930,1950,5200,2100,84
1937,5,0,16670,5000,800,300,26
1937,8,38,1290,3350,6400,2600,127
1937,10,43,950,33550,87400,35350,1435
1937,12,0,0,0,0,0,0
1937,18,0,4290,695000,401000,162000,6128
1937,19,50,875,1400,4000,1600,70
1937,0,27,1550,348600,555900,225000,9446
1937,1,39,1300,30000,57200,23100,1181
1937,2,28,1035,81600,195200,79000,2324
1937,4,25,2060,138000,165600,67000,3466
1937,5,0,21840,2795000,317300,128000,8288
1937,6,56,650,1300,5000,2000,73
1937,8,24,1740,626800,890100,360200,14740
1937,10,27,1240,1138200,2263900,916200,30997
1937,11,57,915,20700,55900,22600,1186
1937,12,33,1085,32800,74700,30200,1088
1937,16,0,17400,169300,23939,9700,999
1937,18,0,4170,5682000,3368900,1363000,45000
1937,19,36,1680,552600,813000,329100,19868
1937,21,36,1145,43600,94200,38100,1553
1937,22,36,1750,509000,1310066,0,18315
1937,0,21,940,1359000,3562300,1442000,28839
1937,5,0,8820,268000,75000,30400,1502
1937,6,58,185,17600,233300,94000,1021
1937,8,22,835,20500,60600,24500,451
1937,10,24,630,2196000,8579000,3473000,51807
1937,11,55,1030,1650,3700,1600,91
1937,12,28,330,108200,808200,326500,2967
1937,16,0,26700,213600,19829,8000,1493
1937,18,0,3100,1456000,1144900,470000,12081
1937,19,38,430,4267000,24599000,9954000,161016
1937,0,39,1155,3000,6500,2600,118
1937,2,34,835,1250,3700,1500,43
1937,5,0,2000,3000,400,150,14
1937,8,29,1430,17000,29300,11900,499
1937,10,34,855,53000,153300,62050,1822
1937,18,0,3690,347000,231100,94000,2918
1937,19,48,860,6500,18600,7550,312
1937,0,37,1145,78100,168500,68200,2875
1937,1,78,1180,3600,7500,3050,279
1937,2,37,1115,69000,153100,62000,2583
1937,4,0,0,0,0,0,0
1937,5,0,22200,424000,47300,19100,1885
1937,6,78,565,650,2800,1150,51
1937,8,36,1190,64500,133800,54100,2350
1937,10,40,830,552900,1644500,665500,22023
1937,11,76,890,7350,20400,8250,559
1937,12,38,1000,2700,6700,2700,102
1937,18,0,2990,4384000,3623900,1467000,37063
1937,19,46,1115,23900,53000,21400,1094
1937,0,21,255,120000,1174000,475000,2538
1937,1,20,500,50,200,100,1
1937,5,0,156,5000,7800,3200,33
1937,6,56,70,5100,175000,71000,284
1937,8,26,185,1400,18800,7600,36
1937,10,25,195,344000,4380000,1773000,8488
1937,11,40,250,50,400,200,2
1937,12,26,80,16300,518000,210000,426
1937,13,26,55,10000,1310066,0,259
1937,14,27,175,6300,89000,36000,167
1937,18,0,1250,138000,265400,110000,1188
1937,19,39,175,980000,13893000,5622000,37800
1938,0,9,1400,636000,1125000,455000,5840
1938,1,66,1165,350,700,300,23
1938,5,0,11540,15000,3100,1300,96
1938,6,43,515,4100,20000,8000,176
1938,8,11,1275,9800,19100,7700,106
1938,10,10,1335,1558000,2885000,1168000,15150
1938,11,48,2000,600,800,300,29
1938,12,9,1075,68800,158000,64000,648
1938,13,9,1100,44000,1310066,0,414
1938,14,9,1035,24800,59000,24000,234
1938,16,0,29000,229300,19593,7900,1691
1938,18,0,3740,673000,451200,180000,4748
1938,19,21,1250,4033000,7969000,3225000,85956
1938,0,26,1635,9000,13700,5500,231
1938,1,65,1570,550,900,350,36
1938,5,0,23600,59000,6200,2500,325
1938,6,30,1000,100,300,100,3
1938,8,25,1745,3400,4800,1950,84
1938,10,27,1610,77000,118100,47800,2048
1938,11,44,1680,2350,3400,1400,103
1938,12,23,1190,2500,5300,2100,57
1938,18,1,4630,384000,205400,83000,5930
1938,19,29,1405,39300,69100,28000,1155
1938,0,13,1235,2225900,4453900,1801300,28446
1938,1,41,1485,42400,70600,28600,1725
1938,2,27,1015,154150,375600,151950,4098
1938,4,19,2670,195000,180100,73000,3614
1938,5,0,21530,4004000,460200,186000,12422
1938,6,44,380,32000,210200,84400,1420
1938,8,19,1705,799350,1159500,469100,15126
1938,10,16,1090,5727500,13009700,5265750,89335
1938,11,57,1145,37150,80200,32450,2113
1938,12,11,930,279200,741400,300500,3147
1938,13,12,950,217800,1310066,0,2549
1938,14,10,860,61400,175600,71600,598
1938,16,0,24800,451900,45131,18200,3286
1938,18,0,3680,14387000,9678800,3914000,120778
1938,19,22,935,9797150,25930500,10494100,211265
1938,0,11,1230,675000,1355000,548000,7750
1938,2,18,820,2700,8100,3300,49
1938,5,0,10500,254000,59900,24200,1008
1938,6,44,445,7600,42700,17000,336
1938,8,12,1065,12800,29700,12000,156
1938,10,12,1070,632000,1462000,592000,7790
1938,11,36,1125,1350,3000,1200,48
1938,12,10,995,82200,205000,82600,842
1938,13,10,1000,71000,1310066,0,728
1938,14,10,965,11200,28600,11600,114
1938,18,0,3750,787000,510000,210000,4407
1938,19,22,1055,1361000,3184000,1289000,30500
1938,0,32,1360,17800,32200,13100,569
1938,8,24,1620,27950,42700,17250,658
1938,10,29,1170,212000,448600,181550,6057
1938,18,0,3550,1719000,1195000,484000,16692
1938,19,37,740,10450,34800,14100,385
1938,0,32,1395,8300,14700,5950,264
1938,1,76,1220,550,1100,450,42
1938,2,36,1025,12950,31300,12650,464
1938,5,0,20000,7000,900,350,37
1938,8,26,1400,2100,3700,1500,55
1938,10,30,1125,96150,211400,85550,2931
1938,18,0,3580,820000,564900,229000,7684
1938,19,39,810,4100,12500,5050,158
1938,0,34,1340,5300,9700,3950,182
1938,2,37,1055,1850,4300,1750,69
1938,5,0,16670,5000,700,300,22
1938,8,30,1510,3850,6300,2550,117
1938,10,32,1125,41150,90400,36600,1334
1938,12,0,0,0,0,0,0
1938,18,0,3890,630000,401300,162000,6246
1938,19,37,1035,1450,3400,1400,54
1938,0,19,1645,362400,544000,220100,6991
1938,1,37,1535,37200,59700,24200,1367
1938,2,21,1030,76200,183200,74100,1575
1938,4,19,2670,195000,180100,73000,3614
1938,5,0,24230,3150000,321800,130000,8715
1938,6,54,525,1100,5200,2100,59
1938,8,18,1850,665400,888300,359500,11736
1938,10,19,1385,1266900,2263000,915800,24644
1938,11,55,1165,24700,52400,21200,1361
1938,12,18,1215,36500,74100,30000,661
1938,16,0,21600,222600,25538,10300,1595
1938,18,0,4160,5735000,3402000,1377000,44712
1938,19,22,1735,582800,830100,335600,12640
1938,21,22,1230,43800,88000,35600,950
1938,22,22,1795,539000,1310066,0,11690
1938,0,10,1170,1746000,3687000,1491000,17990
1938,5,0,9770,302000,76400,30900,1306
1938,6,44,370,30100,201700,81000,1317
1938,8,11,970,31700,81000,32700,355
1938,10,10,1040,3578000,8518000,3448000,37340
1938,11,40,1205,2050,4300,1700,83
1938,12,10,895,237400,655000,265600,2340
1938,16,0,29000,229300,19593,7900,1691
1938,18,0,3590,1758000,1220000,490000,11157
1938,19,21,905,9144000,24946000,10096000,196380
1938,0,29,1315,4200,7800,3200,123
1938,2,30,1075,1450,3300,1350,44
1938,5,0,2667,4000,400,150,23
1938,8,22,1665,22000,32700,13200,486
1938,10,24,1260,74700,146800,59400,1792
1938,18,1,2890,269000,228800,93000,2762
1938,19,35,640,4900,18900,7650,173
1938,0,29,1265,90700,177000,71600,2665
1938,1,69,1140,3650,7900,3200,251
1938,2,32,1005,59000,145400,58800,1897
1938,4,0,0,0,0,0,0
1938,5,0,21880,477000,53800,21800,1994
1938,6,59,585,700,3000,1200,41
1938,8,32,1230,70900,142700,57700,2293
1938,10,32,885,593600,1662000,672600,19246
1938,11,70,990,8050,20100,8150,566
1938,12,32,1000,2800,7000,2800,89
1938,18,0,3240,4791000,3656400,1480000,42287
1938,19,34,1010,20600,50500,20400,705
1938,0,10,890,435000,1207000,488000,4400
1938,1,60,1000,100,300,100,6
1938,5,0,611,33000,13400,5400,202
1938,6,44,330,18400,139000,56000,805
1938,8,10,700,9100,32200,13000,93
1938,10,10,820,1388000,4171000,1688000,14400
1938,11,60,500,100,500,200,6
1938,12,10,725,86400,292000,119000,850
1938,13,10,735,61000,1310066,0,600
1938,14,10,705,25400,88000,36000,250
1938,18,0,2980,298000,258800,100000,2002
1938,19,21,670,3750000,13793000,5582000,79924
1939,0,13,1305,588000,1114000,451000,7830
1939,1,55,1335,400,800,300,22
1939,5,0,9290,13000,3400,1400,76
1939,6,54,540,7000,31000,13000,380
1939,8,12,1215,11400,23200,9400,139
1939,10,14,1195,1311000,2706000,1095000,18700
1939,11,54,1250,500,900,400,27
1939,12,16,805,61300,188900,76000,960
1939,13,16,805,41000,1310066,0,640
1939,14,16,810,20300,62300,25000,320
1939,16,0,27400,238000,21463,8700,1957
1939,18,0,3520,704000,495500,200000,5189
1939,19,19,1295,4393000,8379000,3391000,83928
1939,0,24,1840,10500,14000,5700,252
1939,1,67,1875,750,1000,400,50
1939,5,0,24620,64000,6500,2600,350
1939,6,50,1000,100,300,100,5
1939,8,24,1890,3400,4500,1800,80
1939,10,25,1935,94200,120300,48700,2383
1939,11,46,1730,2250,3100,1300,103
1939,12,24,1365,3000,5400,2200,73
1939,18,1,5130,431000,208300,84000,5860
1939,19,27,1745,51000,72100,29200,1388
1939,0,16,1275,2246150,4347400,1759600,35424
1939,1,76,1405,41550,73200,29600,3138
1939,2,28,1100,149150,335200,135600,4103
1939,4,22,2785,206000,183200,74000,4453
1939,5,0,20450,4095000,494800,200250,13666
1939,6,56,430,51950,298100,120850,2886
1939,8,21,1825,899500,1218100,492850,18917
1939,10,19,1145,5928150,12789900,5175550,114843
1939,11,66,1155,35600,76000,30800,2350
1939,12,17,875,389500,1101800,445200,6423
1939,13,17,865,315800,1310066,0,5267
1939,14,16,915,73700,199000,80700,1156
1939,16,0,22900,532000,57313,23200,4430
1939,18,0,3560,14102000,9783500,3964000,131159
1939,19,20,1310,14169400,26756500,10827400,282151
1939,0,14,1120,610000,1344000,544000,8400
1939,2,28,760,2200,7200,2900,61
1939,5,0,8360,245000,72400,29300,1215
1939,6,55,385,10800,70300,28000,595
1939,8,14,1155,12600,26900,10900,180
1939,10,16,955,532000,1377000,557000,8280
1939,11,48,1335,800,1600,600,38
1939,12,15,715,51200,178200,71700,780
1939,13,15,670,41000,1310066,0,624
1939,14,15,955,10200,26400,10700,156
1939,18,0,3450,760000,542200,220000,4734
1939,19,20,1290,1668000,3201000,1295000,33715
1939,0,36,1485,21950,36600,14800,785
1939,8,26,1715,32500,46800,18950,858
1939,10,33,1255,229250,451600,182750,7655
1939,18,1,3280,1582000,1192500,483000,18310
1939,19,38,1175,9500,20000,8100,357
1939,0,36,1450,10000,17000,6900,358
1939,1,115,1100,550,1200,500,63
1939,2,39,995,11950,29600,12000,466
1939,5,0,22860,8000,900,350,40
1939,8,32,1450,2250,3800,1550,73
1939,10,34,1180,102900,215200,87100,3469
1939,18,1,3360,766000,562600,228000,8862
1939,19,39,1205,3800,7800,3150,147
1939,0,37,1500,6450,10600,4300,238
1939,2,38,1095,1750,4000,1600,67
1939,5,0,20000,5000,600,250,36
1939,8,34,1740,4350,6200,2500,150
1939,10,39,1390,51300,91100,36850,1995
1939,12,0,0,0,0,0,0
1939,18,1,3370,549000,403500,163000,6655
1939,19,38,1200,1200,2500,1000,45
1939,0,22,1710,361400,522000,211200,7802
1939,1,75,1440,36400,62500,25300,2743
1939,2,24,1140,77750,168400,68100,1856
1939,4,22,2785,206000,183200,74000,4453
1939,5,0,23650,3216000,336000,136000,9430
1939,6,63,580,1450,6200,2500,92
1939,8,20,1965,727900,914400,370000,14621
1939,10,23,1450,1336200,2274000,920300,30324
1939,11,65,1150,24150,51900,21000,1570
1939,12,23,1145,35000,75700,30600,799
1939,16,0,20300,294000,35850,14500,2473
1939,18,0,4130,5670000,3395000,1374000,49614
1939,19,24,1965,648200,817000,330200,15753
1939,21,25,1270,42200,82000,33200,1054
1939,22,24,2040,606000,1310066,0,14699
1939,0,14,1210,1764000,3607000,1460000,24030
1939,5,0,7660,292000,94000,38100,1500
1939,6,55,425,49600,288500,117000,2725
1939,8,13,1130,38500,84000,34000,497
1939,10,15,1070,3570000,8227000,3329000,52740
1939,11,50,1300,1300,2500,1000,65
1939,12,16,850,348700,1014100,409700,5460
1939,16,0,27400,238000,21463,8700,1957
1939,18,0,3550,1919000,1323900,540000,12670
1939,19,20,1285,13445000,25813000,10446000,264145
1939,0,34,1530,5500,9000,3600,189
1939,2,32,905,1450,3900,1600,46
1939,5,0,2000,3000,400,150,21
1939,8,25,1740,25900,36800,14900,635
1939,10,29,1275,75050,145300,58800,2191
1939,18,1,2900,267000,226400,92000,2793
1939,19,37,1140,4500,9700,3950,165
1939,0,29,1300,88300,167800,67900,2555
1939,1,75,1115,3450,7700,3100,260
1939,2,30,1095,54050,122100,49400,1607
1939,4,0,0,0,0,0,0
1939,5,0,22240,507000,56400,22800,2289
1939,6,80,640,800,3100,1250,64
1939,8,29,1425,97200,168400,68100,2861
1939,10,31,1005,698500,1717000,694800,21741
1939,11,77,1055,7900,18500,7500,612
1939,12,33,1035,2800,6600,2700,91
1939,18,0,3030,4500000,3663800,1483000,44705
1939,19,32,1130,15700,34400,13900,508
1939,0,14,1215,566000,1149000,465000,7800
1939,5,0,459,34000,18200,7400,209
1939,6,55,420,31800,187200,76000,1750
1939,8,12,1060,14500,33900,13700,178
1939,10,15,1030,1727000,4144000,1677000,25760
